	JL_heart	JL_kidney	JL_muscle	JL_notochod	JL_ovary	JL_testis	Lj_brain	Lj_gill	Lj_heart	Lj_kidney	Lj_liver	LJ_Brain	LJ_Intestine
g23987	24.959230523182	73.2059694900065	21.3010802033384	62.4010475388651	53.6598451322424	41.663327119535	303.229491113798	681.729670582616	210.241778850859	221.163814120365	111.877134944496	21.9135258959586	102.814418830514
g23988	30.1932686221135	61.9902624662548	0	31.0827859438876	7.38841493951537	94.0805092389806	7.13256790418621	0	0	26.0110900883701	0	16.8692803123606	49.5477493784233
g23989	0	64.8792241451716	12.585472347628	26.0250814380101	0	354.473956611323	98.53760872371	20.1395653078909	7.92885200062734	130.671826984229	48.7061344116888	21.1865368851922	0
g23990	17.7804804108002	91.2634419642084	17.7035644356634	9.15215363903357	0	90.0298206467464	113.407829676561	70.8241379994163	72.4961367924027	84.2470306751097	39.1504547080623	54.6377245672569	56.2720867940666
g23991	0	0	0	0	0	0	34.5755578282197	0	0	7.0050191803029	0	0	0
g23992	19.5389894624178	90.2605469975686	48.6361660320425	30.1719350737371	53.7892845871313	106.544166445854	339.254191340139	430.652267688758	79.6660843872558	134.660588491684	516.26973241401	54.583141425831	144.287402036068
g23993	0	0	12.8286698809156	0	0	0	0	0	8.08206653204045	44.3989621476204	0	0	0
g23994	0	0	0	0	12.7138309024128	0	94.0974055757899	0	0	0	0	0	0
g23995	0	12.1684589285611	11.8023762904423	0	8.70191092876254	0	16.801159952083	251.819157331258	7.4355012094772	35.7411645288343	58.7256820620934	0	33.3464218038913
g23996	0	0	0	0	0	0	0	0	0	0	0	9.6343950059818	0
g23997	0	0	0	11.298955109918	2.01433123350985	4.27492025862993	93.3397775115725	67.0351923451265	0	18.9106690628753	0	6.13218008611185	3.85953956063557
g23998	0	0	0	0	0	0	9.45065247304672	7.08241379994163	0	0	0	0	0
g23999	0	0	0	0	0	4.09785255560976	0	0	0	0	0	0	0
g24000	0	42.4481125414923	0	10.6420391151553	0	40.2637838312819	256.413051594292	76.863405580762	45.3911411043666	80.1504520164893	51.2142576122909	34.6539479284927	7.27029545142981
g24001	0	68.8780694069496	5.56715862756712	34.5364288265417	12.3140248991923	69.6892661029483	59.4380658682184	29.6956553456672	28.0584951301026	14.45060560465	30.7786593616843	31.2394079858529	11.7970831853389
g24002	0	0	0	0	0	0	0	0	0	18.9106690628754	18.1252105129919	0	0
g24003	17.6044360502972	18.0719687057838	17.5282816194687	9.06153825646887	29.0781677074986	61.7112251196281	112.284979877783	46.7486059402088	126.992471151962	79.6214061285914	116.288479330878	0	18.5716458066227
g24004	0	0	0	0	0	0	55.1862918134116	0	0	11.1807605408241	0	0	0
g24005	0	15.3814789827317	14.9187340749973	0	0	11.6719732904166	21.2374212877454	71.6199148308703	56.3928462516529	12.9081252311199	32.9919562146593	33.4858373241615	21.0756879378526
g24006	0	38.4267124059825	18.6353309849089	86.7046134224233	79.0041913269231	21.8695920599385	431.082393507395	79.5218391572392	64.5714578717757	84.6501265156602	77.2706342922283	52.2849038921119	52.6522449535125
g24007	0	0	0	0	0	0	0	0	0	0	0	0	0
g24008	0	0	0	13.6599308045277	0	0	188.072686030781	0	0	0	0	66.7217803399336	0
g24009	0	0	0	0	3001.300529213	0	31.0876726087064	0	0	0	0	0	0
g24010	0	15.9180422030596	15.4391550311019	0	0	0	0	238.825581625939	0	40.0752260082445	0	0	65.4326590628682
g24011	1510.21140331298	2370.19937297246	385.558572101564	1171.0105835787	1511.97676504974	14324.5827992596	1087.42534807834	1699.26516216385	394.715808307094	750.592254818665	322.405060322747	846.474564736086	3254.45341652315
g24012	12.5805285925473	116.231742124227	62.6305345601302	51.8046432398127	143.150539453111	166.600901777361	303.134135927914	180.401106224928	228.8521009049	162.569313052313	96.9527769893055	70.2886679681692	185.804060169088
g24013	0	0	0	5.16098889419186	1.84015973587554	3.90528429641757	0	0	0	0	0	0	0
g24014	0	83.5510384179372	6.23364944917728	12.8903572380754	59.7490363066445	4.87702170350739	35.4954083494713	149.628460562147	7.85440268606745	32.36121536816	3.44634284401957	24.4855359776438	88.0627336370371
g24015	0	0	0	0	0	0	132.105894784524	0	0	0	0	32.0455862564556	0
g24016	0	0	0	0	0	0	0	0	0	0	0	0	0
g24017	0	0	0	0	3.25237534712887	0	6.27950330434999	4.70592279065889	5.55809891073878	0	0	0	18.6950454465338
g24018	0	9.47371369870674	0	19.0010110152946	6.77484414869056	0	0	4.90132442902535	0	0	5.08007630294927	5.15612374022555	32.4521838489426
g24019	0	202.127086229455	35.6447606087184	515.960339381758	0	13.9436996355312	12.6854395611366	0	22.4562117064748	23.1306673604633	39.4132094376467	10.0008037645986	37.7665012040717
g24020	0	0	0	0	0	0	0	0	0	0	0	7.06217896173072	0
g24021	0	0	0	30.2550533521771	8.09061966517182	34.3406817470106	192.657929202605	257.542319997877	322.614721898804	193.052925288569	198.178954617258	4.10501311549638	0
g24022	51.8597345315005	585.607085937003	14.7529703630529	1044.87087378966	2.7193471652383	600.198804311642	687.797485538399	483.964942996011	539.073837687098	376.558697714506	387.426374715201	211.100299464401	41.6830272548641
g24023	14.3777469629112	221.393794522338	35.7888768915029	162.814593039411	192.626532351651	492.802667442278	142.651358083724	187.082628677703	139.791431094618	123.862333754143	98.9314050911278	172.709298436072	192.123926161234
g24024	0	220.798649913407	14.277068093277	88.5692287648407	100.001798979731	89.3596234707157	223.563821943041	30.4619948384587	0	327.352831802112	0	176.250724410506	100.846033681123
g24025	0	7.93595147514854	0	31.8335778748993	0	6.02206158172217	21.9145564592388	20.5287356520047	9.69847983844851	16.6496108053576	12.7664526221943	17.2767508513065	0
g24026	110.950197763393	30.6645164999739	21.2442773227961	21.9651687336805	68.9191345557994	79.7802718346552	241.936703309996	124.650482878973	302.476189201533	148.88747966583	91.612064016866	47.6838323496059	24.0094236988017
g24027	0	0	0	0	0	0	0	12.4910296295267	0	0	0	0	0
g24028	0	408.64227745168	79.2696915029707	40.9797924135832	0	372.109476840744	564.218058092342	380.547607161044	299.639600978933	394.372124598546	153.387975535319	88.9623737865783	335.952756979503
g24029	16.6692003851252	0	0	0	42.8297178525031	12.9850702855884	1453.03781773094	17.706034499854	20.9123471516546	14.3602893196209	18.3517756444042	37.2529940231296	0
g24030	0	19.417753609406	0	0	0	14.7348315297457	13.4051808128322	0	11.8651615044849	32.5907275338916	10.4123549755485	10.5682252547885	79.8185628284631
g24031	0	5.01447483319825	0	0	3.58595230580874	0	31.1559971638902	12.9714538460469	24.5126413499248	2.10407169518256	2.68890485632296	0	0
g24032	11.8536536072001	121.684589285611	23.6047525808846	61.014357593557	73.9662428944817	64.6367943104844	142.809859592706	566.59310399533	104.097016932681	183.811703291148	84.8259852008017	39.7365269580049	250.098163529185
g24033	160.518225930835	608.422946428055	233.588697415005	2821.91403870202	389.773093684158	288.55711745752	490.033831935757	426.256386107597	456.973511832454	425.490053914694	326.253789233853	351.833832440669	468.934056617224
g24034	0	50.701912202338	65.568757169124	0	42.3009559037068	76.9485646553388	0	253.567901479392	0	28.366003594313	54.3756315389755	0	162.100661546694
g24035	0	0	0	0	0	0	0	0	0	0	0	0	0
g24036	93.0373974983735	732.22994134074	0	0	45.5332548598042	459.007135676614	0	0	0	26.7168173388297	0	0	0
g24037	9.40766159301597	24.143767715399	4.68348265493743	9.68481866564397	13.8125570297818	36.6421736453995	0	0	2.95059571804651	0	0	10.5123087190489	9.9245302987772
g24038	0	0	0	10.9825843668403	0	0	22.6815659353122	22.6637241598132	0	0	0	0	7.50294490587556
g24039	0	45.7843354335493	0	0	0	27.7941303771793	18.9645200128028	0	0	0	0	19.9347125207383	0
g24040	0	0	0	32.3017187260008	0	12.2212426217303	11.1184146741726	24.9967545880293	0	0	8.63612971501376	0	0
g24041	0	93.1259611879677	0	410.913020528039	0	84.8004590079242	12.8580305755738	0	0	0	19.9747217898278	0	0
g24042	0	50.2367570445183	0	384.138558702555	202.079926958076	0	0	0	0	5.26983094298016	0	0	0
g24043	0	0	0	7.73421434284526	0	0	0	3.99009228165726	4.71264161164048	6.47224307363197	0	0	52.8376401822223
g24044	354.484261354561	415.88403933057	16.8071814262628	0	0	289.287641805515	215.331322170685	26.8952422782594	635.311812202167	319.925432943454	9.29203830096418	339.520958185485	154.332727494276
g24045	0	3.33078255343826	3.23057745176341	16.7010102902072	1.19095496287809	0	18.3954306044705	1.72321503648215	2.03526492960143	1.39759506760302	0	0	0
g24046	0	0	0	22.5052958336891	8.02430311053924	0	0	957.86744015604	0	28.2497494812216	0	0	0
g24047	0	0	0	0	12.604699306684	0	283.925181593679	0	0	0	0	19.1860913423844	0
g24048	0	0	0	0	0	0	0	0	0	0	0	0	2369.35102290807
g24049	0	0	0	0	0	0	0	17.1694879998585	0	0	0	9.03102885409204	0
g24050	0	39.9111262234147	0	0	0	0	0	0	0	20.0960317009273	0	0	0
g24051	0	0	65.568757169124	0	0	0	0	4.99641185181067	0	0	0	0	16.5408838312953
g24052	0	0	0	5.54675978123246	3.95541405852843	8.39438887149149	0	0	6.75954655407017	4.6417096790694	0	0	11.3680983422357
g24053	0	0	0	0	0	0	21.4787556205607	0	0	0	0	0	0
g24054	0	14.7595863014892	0	22.2019899599197	189.987812730396	28.0001515592203	76.4203704019951	324.531090563362	54.1128120366266	139.345125473411	83.1023802765474	8.03299062493359	15.16767838115
g24055	49.6969949370193	289.095375166126	49.4820123978173	324.020346226654	1070.17289682918	335.514859553092	1150.51421411003	237.546798258911	103.912283983377	342.506279424501	109.426736761665	379.471491912624	745.634276360305
g24056	0	0	0	0	0	0	0	0	7.60448987332895	0	0	0	0
g24057	0	0	0	0	0	0	0	0	0	0	0	0	0
g24058	0	0	0	0	0	0	0	0	0	0	0	0	0
g24059	693.87240627513	957.153171819746	172.717701811351	2009.00933539761	978.964979485788	489.843301830329	507.108181480556	437.612559996394	394.444271478365	298.880818359591	262.594513285785	763.232072668999	579.495744762747
g24060	80.3775141858092	75.0110481897602	0	150.446361189593	13.4104791710382	73.9971128603394	0	0	0	6.29492134558726	0	16.3300795717828	15.4170100805662
g24061	12.5214650780283	192.810088656778	49.8691955934182	90.2325006665279	211.419666931203	273.113215396413	337.206379319977	605.163996051351	62.8352214885396	221.134971682426	96.4975996325481	41.9752045331037	202.544287365185
g24062	0	0	0	0	55.2236655094548	0	0	0	0	0	0	0	0
g24063	8.38701906169821	94.7073454345557	58.4551655894549	17.2682144132708	15.3925311239904	313.601697463269	540.886399400787	262.806549809154	142.046131596144	223.984386872076	198.522352882863	51.5450231766573	147.463539816736
g24064	188.031054437033	426.686222170323	83.7552677382963	188.476633382695	134.403355254078	215.855713838353	375.220710432652	441.501119996361	229.686632908711	343.154965559775	196.115450300127	124.4070301329	375.84325131473
g24065	0	2.44019898300022	0	2.44709990348491	0	0	13.4768662717244	2.52492470586154	10.4375351202554	1.02390654685354	0	1.32809247854294	0
g24066	0	0	57.7290144641201	0	0	15.0551539543054	27.3931955740484	277.137931302064	36.369299394182	0	0	0	421.361036380692
g24067	7.28708213557386	0	0	0	0	0	0	46.4420577045354	0	0	0	4.07136546700871	0
g24068	0	17.6638919930726	0	5.9046152509894	10.5265051557612	4.4679811735358	40.6479676260075	30.4619948384587	14.3912926635043	9.88234963930906	6.31458946904231	9.61367587693669	12.1015240417348
g24069	0	72.5959197442563	120.706121152251	10.4001745898109	3.70820067987041	369.877759650094	0	139.502089998851	0	4.35160282412757	11.1222882693359	22.57757213523	213.151843916918
g24070	0	6.3524437562094	0	0	9.08552185137624	0	0	0	0	5.33096587271312	0	20.7441266022068	4.35205620990462
g24071	0	0	0	22.8803840975839	0	17.3134270474513	1118.32720931053	0	0	0	12.2345170962695	173.847305441272	0
g24072	0	0	0	0	0	12.6298555969249	34.4704649472829	0	0	0	0	0	0
g24073	0	84.6151117548952	0	836.421988203065	522.979083963708	0	0	0	0	17.7522340375005	0	6.57889519172266	0
g24074	0	0	0	0	0	0	0	17.4874414813373	0	0	9.06260525649592	0	0
g24075	0	0	0	40.2292467649827	0	0	20.7706647759269	0	0	0	0	0	6.87082866838421
g24076	0	0	0	19.8959861718121	0	45.1654618629163	315.021749101558	431.1034486921	581.908790306913	399.590659328584	648.961341628208	21.5959385641331	95.1460404730594
g24077	15.9704913869463	0	0	0	0	12.4407859023602	328.226253554916	161.156721196277	80.1431268087361	75.6709856363261	70.3301581581957	8.92287281991127	0
g24078	12.4629535589721	29.8525277453017	4.13634683076249	205.281950782062	5.33703649252376	9.70846376492592	5.88825699255248	12.1349769157879	2.60589995659247	1.78944415197769	1.14341281273547	30.1737646293263	20.4519526250502
g24079	0	0	0	0	5.09877593482181	0	0	0	0	0	0	0	0
g24080	0	0	0	0	0	11.9747045861334	0	0	0	3.3107295261374	0	0	5.40557990336856
g24081	0	0	0	19.752849580648	0	0	339.951527807436	0	0	0	0	128.643432597858	0
g24082	0	0	0	0	0	0	0	19.6733716665045	0	0	0	5.17402694765688	0
g24083	0	0	0	50.8452979946308	0	0	0	0	0	0	0	0	0
g24084	0	7.5424332201825	29.2620899763033	0	5.39374644344786	22.8937878313405	0	11878.1639708112	0	69.6256451860412	4.04446846157669	0	5.16731742828895
g24085	0	0	0	0	0	0	20.8854198299375	0	0	19.0412676061272	0	8.2327058614651	0
g24086	0	4.2913844183797	0	0	0	0	32.5884568036094	6.66057724132442	5.24447577470961	7.2026529502801	2.30116309020743	0	5.88005086667362
g24087	236.32284090304	358.122367201324	89.6383009400679	1007.89540075433	276.753812766025	622.40674449065	438.637878495841	1033.97264758641	381.1870873213	499.277569593574	501.770068252067	106.886227576912	261.178461913389
g24088	104.591061240001	295.264076943028	0	430.689583013345	374.310139215155	81.4749508115354	889.473173933812	541.596349407302	2640.69638542463	855.985873169563	3109.00669740495	204.526241695614	0
g24089	0	0	0	0	0	0	587.687632777694	0	0	0	0	43.8270517919171	0
g24090	0	0	0	13.0745051986194	0	0	45.0031070145082	0	0	10.9411728149493	0	14.191616770716	0
g24091	0	44.3026417301981	0	97.7414466304556	0	6.72366098930144	73.4031260042464	4.58408660190396	0	0	0	14.4671821449047	18.2110313249407
g24092	0	0	0	0	17.6390086393836	0	34.0564053082765	12.7611059458408	0	0	0	13.4245023506774	0
g24093	0	0	0	0	0	0	0	0	0	0	0	0	0
g24094	0	162.794247828047	0	14.8413302254598	10.5834051836301	11.2303310578062	112.386137517313	68.9099721075401	45.2158857333073	43.4689838864201	39.6795149068199	56.3829098728447	40.5564589506787
g24095	54.2915432390845	66.1834121114488	3.37854283123348	83.8365218842768	69.7481410320663	87.2279530634947	43.2854311742598	75.6899184726587	48.955112924993	42.3866046075326	26.1501128775226	32.2290533533436	107.389478614631
g24096	0	0	0	0	0	0	0	0	0	0	0	0	0
g24097	0	0	0	0	0	0	6.2380544376546	0	0	0	0	0	0
g24098	85.7579441035381	202.481591496154	42.6934833657479	335.480872942067	0	240.495192427618	1014.95753247512	414.469232022309	736.975320842877	668.607682791357	604.251390992603	57.4965824151198	108.563511499807
g24099	0	73.9973853763853	0	74.2066511272993	8.8195043196918	0	204.338431849659	421.116496212746	813.885943199534	579.586451818937	145.49155465834	13.4245023506774	50.6955736883484
g24100	0	8.34726603331174	0	0	41.7850905878081	31.6709031355815	184.402975083838	159.786164998683	183.62060913648	101.572778114392	40.2843855608873	9.08609610320233	80.0619121053794
g24101	0	0	0	9.94799308590605	0	0	41.0897933610726	30.793103478007	36.3692993941819	37.4616243120547	21.2774210369905	5.39898464103328	6.79614574807568
g24102	0	0	0	22.2019899599197	0	5.60003031184406	20.378765440532	19.090064150786	13.5282030091566	24.7724667508286	3.95725620364512	0	0
g24103	0	8.17284554903358	0	8.19595848271663	0	12.4036492280247	5.64218058092342	0	0	37.7225510485567	19585.453219067	26.6887121359735	39.1944883142751
g24104	0	0	0	0	0	0	0	0	0	7.81512343924951	0	10.13686912194	0
g24105	0	0	11.7501533865023	24.2977530239829	17.3268137962086	45.9648505684545	58.5438648772804	62.6762283180675	22.207802284943	35.5830177831315	0	79.1214032349658	0
g24106	53.2084201819458	256.038334687616	82.7785120121422	352.620383349298	195.304734062003	295.321299263259	410.078187109759	634.061484832678	120.989140628026	124.622959681499	151.939888128235	304.712769066995	226.865852827285
g24107	0	24.6657951254616	0	0	44.0975215984589	93.5860921483851	280.965343793281	63.8055297292039	60.2878476444096	10.3497580681953	46.2927673912899	67.1225117533867	92.9418850953054
g24108	0	0	0	0	0	0	406.347272456733	0	0	0	0	9.70762059234647	0
g24109	324.036792533274	0	49.6361619691498	0	0	0	0	0	0	0	0	27.8527058116856	17.5302451071859
g24110	0	0	0	0	0	0	0	0	0	0	0	0	0
g24111	0	0	0	0	0	0	0	0	0	31.0492742045858	0	0	0
g24112	0	0	7.67495568020093	31.7415733145673	0	18.0139703383886	0	286.571656645037	0	9.96089432574866	0	0	65.0544356000772
g24113	0	77.6710144376242	0	0	27.7720561556252	117.878652237965	93.8362656898257	200.919540423876	296.629037612121	537.74700430921	31.2370649266456	0	79.8185628284631
g24114	0	0	0	0	32.6321659828595	0	10.5007249700519	0	0	0	0	0	0
g24115	17.1515888207076	35.214189825418	17.0773933462992	35.3137760991649	3.14779736169064	133.608440237566	6.07759001482105	4.55460694530009	5.37938190396261	3.69396509829479	0	43.1224368113397	18.0939185833012
g24116	0	0	0	0	0	32.9779562808595	7.50051783575136	11.241926666574	6.63884036560464	0	0	35.4790419267901	7.44339772408288
g24117	0	8.34726603331174	0	0	0	0	0	0	0	7.0050191803029	0	0	11.4374160150542
g24118	0	10.90798111126	0	0	124.808284237232	0	0	5.64335760951525	0	0	0	0	0
g24119	0	0	0	0	3.90025888241349	4.13866782010787	67.773603392367	42.3251820713644	106.644638861028	34.3273848277792	11.6983430402577	0	3.73652634754759
g24120	0	0	0	0	3.4838611369601	0	0	0	0	0	0	5.30291729866614	0
g24121	0	0	0	10.3805145244237	0	19.6371573317027	60.7414336641944	0	3.16254777340713	2.17168836591621	0	0	7.09163034581809
g24122	0	0	0	0	0	6.94853259429481	0	1250.67374126059	0	0	0	0	0
g24123	0	0	0	0	0	0	0	0	2.5817712532907	1.77287522464456	0	0	0
g24124	0	0	0	0	0	0	0	0	0	0	0	0	0
g24125	0	17.2738375957492	0	0	3.08821760090154	6.55397869304148	0	4.46839987378021	0	0	0	18.8027730085197	0
g24126	0	0	25.6160900194488	0	0	20.0412660356349	115.4742102816	9.10921389060016	59.1732009435889	22.1637905897687	23.6035699606485	4.79138186792664	6.03130619443373
g24127	0	0	0	0	0	0	0	0	0	4.07384094173644	0	0	0
g24128	0	0	0	0	62.8693106091791	0	0	0	0	0	0	0	0
g24129	0	0	0	11.4401920487919	0	0	7.87554372753893	0	0	4.78676310654032	0	0	0
g24130	0	3786.46195383418	0	87.627002926917	0	626.230340014193	26.8103616256645	85.3908046801472	41.5280652656971	2260.98172266373	26.0308874388712	0	86.4701097308352
g24131	0	124.450148133011	37.1403449699234	0	6.84590894745305	668.322498614901	39.6530872994967	24.7636846151805	17.5488227846053	36.1517773081367	5.13336381661657	62.5225074514064	78.702219292401
g24132	0	61.5259159309269	0	0	0	513.566824778328	0	0	0	58.0865635400398	3200.21975282195	0	611.194950197727
g24133	8.54830788980779	87.7533095809697	25.5339871668224	8.80014772983997	0	133.180208057317	60.5811055964535	145.280283075726	32.1728417717764	36.8212546656949	56.4670019827824	9.5520497495204	108.215551527051
g24134	0	0	0	0	755.201555603324	0	0	0	0	41.02939805606	0	0	0
g24135	0	3.78686481179288	0	68.3563342334458	0	2.87359785019938	39.2143256143018	0	4.62790531710199	11.1227690442431	0	6.18306954740742	18.1606550280528
g24136	51.6207495797425	23.5518559907634	22.8433089492432	35.4276915059364	14.7371072180656	62.5517364295013	422.738863310477	30.4619948384587	86.3477559810256	88.9411467537814	59.9885999559022	60.8866138872657	197.658226015001
g24137	0	0	0	0	7.41640135974081	0	57.2766816548287	59.0201149995138	38.0224493666448	39.164425417148	22.2445765386718	0	0
g24138	0	0	0	0	2.53617870333106	0	171.384889407583	0	56.3441477661161	2.97622576572455	7.6069536349862	7.72082777681441	4.85942027582613
g24139	440.357692417015	827.341483226933	579.088556306748	846.788046976005	686.190406181627	1022.62484990553	282.63633564252	198.572349531073	453.42659244709	297.047729228296	256.124470052744	1197.66634990248	625.245408822964
g24140	9.54229717932031	4.89785913940295	0	19.6468414433637	0	3.71665696904141	121.725756361246	70.9508359207032	74.820562259945	67.8196132447216	42.0219549639311	15.9941298131505	6.71104195516596
g24141	0	353.485162537426	0	3.22258930951886	0	48.7702170350738	0	0	0	658.011379152586	82.7122282564699	1.74896685554599	457.926214912592
g24142	26.1477653100002	13.4210944065012	13.017326790929	0	0	0	83.3881100562945	256.911088821412	246.027613548878	1120.66571553121	2986.66152644226	0	55.1687125432025
g24143	0	0	0	0	0	0	10.7699743282584	0	0	0	0	0	0
g24144	0	15.084866440365	7.31552249407582	0	70.1187037648223	17.1703408735054	41.6557684762389	70.2388145448759	32.2614721898804	34.8128225930205	48.5336215389203	4.10501311549638	20.6692697131558
g24145	64.4220304739138	0	0	0	0	0	0	0	24.2461995961214	0	0	0	0
g24146	0	10.5846775473953	3.42208075431639	0	6864.10883167805	5.35466815900553	0	0	0	2.96088439579813	0	1.92025742387266	19.3374868708133
g24147	12.4629535589721	115.14546416045	12.4090404922875	51.3204876955154	146.38728665208	339.796231772408	52.9943129329723	105.905253083239	15.6353997395549	26.8416622796654	13.7209537528256	139.263529058429	201.597818732638
g24148	0	0	0	0	0	0	0	14.7550287498784	34.8539119194243	0	0	0	0
g24149	0	0	0	0	0	0	32.4640733806949	0	0	4.38482116629647	0	2.84374000176562	0
g24150	0	0	0	0	0	0	9.45065247304672	0	0	0	0	0	0
g24151	0	0	0	0	0	0	8.69025514762915	0	0	0	0	3.42556266879352	0
g24152	1729.14298690493	215.159391664146	667.796536669428	80.9129496574679	25.0030348395192	232.659805509954	0	27.8287379172559	0	4.51403986471385	0	307.392092135843	232.163815849784
g24153	0	187.207060439402	0	23.4670606129065	0	319.632499337561	508.881287010209	30.2667256407762	7.14952039372808	358.393545412763	4705.58349856519	50.9442653307754	0
g24154	0	8.00556508457968	7.76472124371206	0	0	18.2246600499487	27.6334867632945	91.1187740343369	0	16.7956600229485	81.5634473084635	13.071225973028	5.48460884932424
g24155	0	180.719687057838	17.5282816194687	90.6153825646888	3.2309075230554	20.5704083732094	31.190272188273	9.34972118804174	11.0428235784315	3.79149552993293	0	19.6715479990123	43.3338402154528
g24156	0	15.3814789827317	29.8374681499946	15.424978043315	0	0	10.6187106438727	7.95776831454116	18.7976154172176	0	0	8.37145933104036	0
g24157	0	0	0	0	15.2963278044654	0	540.037284174099	25.2943349997915	806.619104420964	87.1874708691275	0	0	4.18691121979663
g24158	0	0	0	0	12.1989405543401	0	0	0	0	3.57888830395538	0	0	0
g24159	0	0	0	25.6602438477576	113.450147155363	0	0	0	0	0	0	0	0
g24160	0	19.8398786878713	0	9.94799308590605	49.6576438869604	7.52757697715271	34.2414944675606	20.5287356520048	6.06154989903033	12.4872081040183	5.31935525924761	16.1969539230999	6.79614574807568
g24161	0	9.70887680470299	4.70839479671901	0	10.4145210583595	3.68370788243643	23.4590664224563	87.9022989354457	32.6291941373336	14.2584432960775	0	5.28411262739426	16.6288672559298
g24162	1787.14291597046	63.0207911261796	0	70.2211276652193	0	15.9407512457352	0	3.62271805623613	0	2.93816661271017	0	60.9767677104935	28.783676109497
g24163	0	0	0	0	0	0	0	0	0	0	0	0	14.4287402036068
g24164	0	0	0	0	0	0	39.3777186376948	0	0	0	10.1954309135579	0	13.0259460171451
g24165	0	44.1597299826815	0	5.10976319797161	5.46568536933753	9.02188506194729	1.17253752767329	321.608368582957	0	65.5655889531082	0	0	0
g24166	0	0	0	0	8558.49243189801	0	17.7061404647245	0	0	0	0	0	0
g24167	0	0	0	0	0	0	0	0	0	0	0	0	0
g24168	0	0	0	0	0	0	81.9251607570614	8.77079108351903	25.8976435314608	64.0211040874743	4.54533142895461	0	0
g24169	0	51.2715966091058	9.94582271666488	0	3.66653550369209	0	14.158280858497	10.6103577527215	12.5317436114784	30.1189588726132	5.49865936910989	0	28.1009172504703
g24170	0	0	0	0	0	0	7.87554372753893	0	0	0	0	0	0
g24171	0	0	0	0	0	0	7.2142385290433	0	0	0	0	0	0
g24172	0	89.5575832359053	12.4090404922875	102.640975391031	0	19.4169275298518	17.6647709776574	13.2381566354049	31.2707994791098	48.3149921033976	6.86047687641281	34.8158822646071	17.5302451071859
g24173	0	0	0	0	0	0	25.5423039812073	19.1416589187611	11.3039714333268	23.2869556534394	29.759636180115	20.1367535260159	0
g24174	0	0	0	0	0	0	0	0	0	0	0	0	0
g24175	0	0	0	0	18.8262496054959	0	127.220321752552	27.2400530766985	32.1728417717763	55.2318819985421	169.401005948347	0	0
g24176	0	8.65056321935623	8.3903148984187	0	4.63964445253929	6.56433252983933	11.9439525725709	80.5582612315636	15.8577040012547	12.7042054012445	4.6386794677799	2.35405965391025	8.88974514914167
g24177	0	9.91993934393568	0	9.94799308590605	0	0	0	0	0	108.222470234825	0	0	0
g24178	0	0	0	0	0	0	0	0	0	0	489.380683850781	0	0
g24179	0	0	0	0	0	0	0	0	0	0	908.19950165796	0	0
g24180	29.7166803523124	0	0	7.6480392526743	0	0	36.8549121511571	0	0	0	0	4.15075142318993	0
g24181	0	0	0	0	5.8973793944927	0	17.0794924211688	106.662858432856	55.4303177513739	24.2221747559872	101.708636101518	0	0
g24182	0	0	0	0	0	0	0	0	0	0	0	0	0
g24183	0	0	0	0	0	0	0	0	0	0	0	3.99495914457154	0
g24184	519.853028959836	1276.14134949953	365.698629762115	366.47394868164	325.630300379806	1179.66062255515	96.1083302343733	843.287405840508	574.203430265772	562.241836073297	416.80304005935	666.134045667826	659.68689320728
g24185	0	0	13.3109507035063	6.88131852558914	0	0	0	0	4.19295180985556	0	0	0	4.70109329942077
g24186	0	95.3067590132555	16.8071814262627	78.1987810930081	365.562872086465	78.8966295833221	412.718367493813	434.806416831859	270.00752018592	236.308558424142	190.486785169766	70.7335329553093	89.0381120159282
g24187	201153.08239103	47913.3070312095	17646.8222419594	35370.7271088035	62429.9354973362	11493.4519553464	795.631853500088	390.440760766012	396.798381851909	235.656029860447	304.294399573883	334009.707608064	30965.6796702963
g24188	0	0	0	10.8954209988495	0	0	0	0	0	0	0	0	0
g24189	0	180.918717550192	0	72.5721433932176	56.0640737150451	302.03159078373	0	0	0	0	0	111.59487196356	0
g24190	0	0	0	19.2003223196508	6.84590894745307	14.5287499698892	13.2176957664989	0	23.3984303794737	0	0	0	0
g24191	0	955.082532183572	0	9024.4491696517	0	32.2110270650255	205.130441275433	0	25.9377949167809	53.4336346776593	0	265.680267451777	1454.05909028596
g24192	23.8131434073217	24.4455648118415	7.90337698020691	0	8.74075874540883	24.7334672106446	5.62538837681353	0	0	0	0	62.0883233718827	83.7382243959325
g24193	0	0	1910.68957628807	0	7.95906487386818	0	0	0	0	0	0	0	105430.10082677
g24194	0	288.200343044868	15.5294424874241	457.607681951678	34.3496484030102	188.321487182803	88.4271576425426	20.7088122805311	24.4588855574908	73.9009041009735	8.58562603246982	108.926883108566	274.230442466212
g24195	42.0011348286617	0	0	0	7.70838566524243	16.3591436668831	44.6487518411656	66.9204453537793	65.8656603201719	9.04585153991872	0	0	29.5391531727383
g24196	0	234.677422193678	328.780482376608	104.596041588955	18.6469519902055	336.375154064767	27.0018642087049	0	207.131819406865	5.47058640747465	76.9026788908369	42.5748503121481	151.845313571291
g24197	0	0	0	0	52.5383709920816	11.1499709071243	30.4314390903115	35.4754179603517	17.9569349423868	20.551397952946	13.1318609262284	18.6598181153422	6.71104195516596
g24198	0	9.708876804703	0	0	0	0	0	0	0	0	5.20617748777425	5.28411262739427	0
