	JL_heart	JL_kidney	JL_muscle	JL_notochod	JL_ovary	JL_testis	Lj_brain	Lj_gill	Lj_heart	Lj_kidney	Lj_liver	LJ_Brain	LJ_Intestine
g19913	25.1610571850946	46.492696849691	10.0208855296208	41.44371459185	0	23.5201273097451	185.446765508841	64.1426155466412	37.8789684256386	58.5249526988326	55.4015868510316	8.4346401561803	60.1651242452284
g19914	7.10745386174559	52.897531318362	122.073212464435	16.4629012827386	46.3068044926655	89.9698407529111	3.77774249422255	84.9323440366086	18.9478961533979	22.1957836252636	0.978109294838335	7.94201071778912	352.403474926201
g19915	8.00922541027034	41.1096585424361	11.9618678619348	0	14.699173866153	21.8367548346231	2.83803377568971	4.25370198194692	2.51199365185041	137.996774242604	0	31.3238388182471	28.1642076046379
g19919	3.7380127002383	88.2575682625143	14.8873702332138	25.012893617541	18.5228132068089	0	2.64909669882178	235.253268477389	28.1371454317987	56.3543238891924	7.20181805246416	6.26539493030911	22.3458415206524
g19925	0	6.44212531512058	0	19.3810312356005	23.034470105548	9.7769940973842	40.0262928270213	29.9961055056351	15.7457672671282	59.4684922412538	6.90890377201099	3.50616414335337	8.82699400691239
g19927	12.0138381154056	11.0996078064577	0	6.18388759394159	7.05560345575343	6.55102645038694	156.659464418072	40.1974837293984	29.3903257266497	28.461834687537	41.6634906521609	18.7943032909483	18.588377019061
g19928	70.7680812370157	681.070462419463	162.943254756107	642.016747812803	56.8221795721436	196.391112777058	3150.21749101557	286.585235022514	249.699667482443	262.914749732364	133.910137372104	669.688980448964	118.205599677973
g19934	0	0	0	7.36098147911547	20442.7834456161	0	0	0	0	0	0	3.99495914457154	0
g19935	0	0	0	0	127263.132995139	29.4696630594915	0	0	0	0	0	3.52274175159618	0
g19942	0	6.31580913247115	0	0	4.51656276579372	0	2.1800813086613	0	1.92962834155983	0	0	1.71870791340852	0
g19951	0	110.212207456777	0	482.814884771051	0	30.8120311861419	0	3166.07905039764	0	19.4715787384691	0	0	0
g19952	0	0	0	20.1885742037506	0	112.028057365861	0	0	0	0	0	3.6522543159931	0
g19953	12169.5144368531	13427.2022099437	524.74637099721	13202.1186325939	4367.23898034078	236.374932144843	6179.70808417187	4758.36424163742	8014.31268087363	4464.58815254324	2602.21585185324	6638.61737801398	336.958603557284
g19955	0	0	0	0	0	0	0	0	0	0	0	0	0
g19961	19.3266091421741	3.96797573757428	0	23.8751834061745	36.8885354588849	0	21.9145564592388	22.5816092172053	14.5477197576728	21.644494046965	14.8941947258933	6.47878156923995	0
g19962	0	0	0	0	0	0	0	0	0	0	0	0	0
g19966	0	8.99147211470031	0	0	1.60749586122461	17.057563593548	130.353827214438	0	0	0	0	66.0644228981609	36.9603197333772
g19968	4.84922193021824	64.7140770291659	4.82824484609004	14.9762514093277	87.2168799905522	60.439599874739	0	15.4525391998727	0	2.08876935558123	0	5.41861731245521	98.9024555774507
g19974	0	0	0	0	0	10.1843688514419	9.26534556181051	0	8.20092045162926	39.4204020538614	0	0	9.19478542386709
g19977	19.5628757576041	40.1648399842481	71.4202477233368	20.1392133866264	21.5420166635014	325.102982211309	4.62134595259008	34.632830317563	8.18086930138076	11.2354341865005	0	80.1531411744597	334.789106435767
g19979	75.3942632260079	838.462717692372	78.1959559879128	1384.14196378317	127.991887777294	462.507097097992	62.3364591861739	36.7050891869767	47.2929405549787	94.7204006947908	27.6681658714222	57.9198493645831	181.166514217254
g19980	0	0	0	0	0	0	0	0	0	0	5.04516168918329	0	0
g19985	0	0	0	0	0	0	0	194.516998730792	17.6724060436518	28.3160634471399	0	0	39.6282301366667
g19987	0	0	0	0	0	0	0	0	0	0	0	0	0
g19988	0	39.2658876769085	0	0	1.27635590545735	59.5924998764945	0	0	0	0	0	0	36.6832378057801
g19989	0	0	0	0	0	0	0	0	0	0	0	0	0
g19990	0	33.8012748015586	32.7843785845619	271.174922638031	447.181533839187	179.546650862457	1586.77621769673	891.859515548205	619.625100789765	453.856057509007	471.255473337788	257.551563616698	46.3144747276267
g19992	0	481.627990080528	12.6253629097442	3328.71515080539	15.5145004672867	181.09131301613	2.99545244787535	0	2.65132768959171	34.5921390900537	0	21.2536891415636	2.9726406124705
g19993	0	21.90322607141	0	43.9303374673611	0	11.0805933103688	0	0	0	0	3.91504547080624	0	5.00196327058371
g19999	0	456.317209821042	0	83.201396718487	0	19.3716666265188	19.8265436497483	26.4145969228592	3.89973839657894	147.285018662779	94.1116699713038	6.94694527237848	155.218265826679
g20012	0	0	0	0	0	0	0	4.25370198194693	0	2.29994623737672	0	0	75.1045536123679
g20014	0	5.27534346613921	0	0	0	124.096240108899	3.64186993180992	231.986579188839	3.22348318329937	0	0	2.87113634089631	0
g20018	0	49.9939370588035	2.85234657932279	0	0	11.1579551326216	131.963998012467	16.7361013532456	16.1728141237286	223.348001448025	28.385130964492	12.8044662592926	40.2950854236067
g20019	0	0	49.6361619691498	25.6602438477577	0	0	147.206424813811	233.87410055882	140.718597655994	375.783271915315	210.387957543326	4.64211763528095	122.711715750301
g20020	0	492.283098279843	111.19233820429	13.5253502054683	9.64497516734766	30.7036144683864	97.7653704108281	55.8219806891951	4.12065953727185	16.9776819542317	0	730.378897596335	452.763916733869
g20024	3.37177251785086	31.1518702027006	36.9290535004359	31.2399681736922	33.4159980355453	13.1328144481299	19.116364041561	3.58149876103242	4.23005757808437	11.6189445822471	3.71211643881754	28.2576440124877	11.8567397374772
g20025	0	11.3136498302737	0	34.0369350211992	8.09061966517179	17.1703408735053	31.2418263571792	678.975207267131	41.4790356727034	66.46084313213	109.200648462571	43.1026377127118	31.0039045697336
g20028	0	43.7364737847643	25.4524089330625	61.4042256931963	134.490396542776	119.479240966437	181.162667214953	276.05574555683	85.520141706447	99.0997601609625	70.358245282061	23.8038300467282	35.9566049802342
g20030	45.2046112138988	0	0	29.0852340223524	26.9630185027866	8.80343748175485	0	3.00102279658544	0	0	3.11047044820411	0	7.94803485791901
g20031	46.7907379231583	116.652519803875	53.2438028140253	55.050548204713	41.7102873465122	98.9338688425785	3197.58918260979	2857.81609471329	2561.89355582175	2683.46659566651	1814.02012886041	29.8770879383495	136.331705683202
g20033	0	0	0	0	0	0	0	0	0	0	0	0	0
g20040	0	0	0	0	0	0	6.62042204766844	0	0	0	2.5711769729463	0	0
g20047	53.2349712898211	65.5785211718864	58.3051523330236	5.48033152037939	9.77010957570647	211.493360340123	0	664.418061072369	6.67859390072802	6.87918051239329	0	32.7172003396748	160.991332810703
